,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match Info,Match No,Season
3,CA Rose,4,0,33,1,8.25,,,,1,0,Brisbane Heat,Hobart Hurricanes,897707,"7th Match (N), Big Bash League at Hobart, Dec 22 2015 | Match Summary | ESPNCricinfo",143,5
4,DT Christian,4,0,22,2,5.5,,,,0,0,Brisbane Heat,Hobart Hurricanes,897707,"7th Match (N), Big Bash League at Hobart, Dec 22 2015 | Match Summary | ESPNCricinfo",143,5
5,CJ Boyce,3,0,31,1,10.33,,,,0,0,Brisbane Heat,Hobart Hurricanes,897707,"7th Match (N), Big Bash League at Hobart, Dec 22 2015 | Match Summary | ESPNCricinfo",143,5
6,DJG Sammy,1,0,10,0,10,,,,0,0,Brisbane Heat,Hobart Hurricanes,897707,"7th Match (N), Big Bash League at Hobart, Dec 22 2015 | Match Summary | ESPNCricinfo",143,5
1,DE Bollinger,4,0,40,1,10,,,,0,1,Melbourne Renegades,Sydney Sixers,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
2,JM Bird,4,0,30,0,7.5,,,,0,0,Melbourne Renegades,Sydney Sixers,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
3,TL Lawford,3,0,27,0,9,,,,0,0,Melbourne Renegades,Sydney Sixers,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
4,MC Henriques,4,0,27,1,6.75,,,,3,0,Melbourne Renegades,Sydney Sixers,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
5,SA Abbott,3,0,33,1,11,,,,1,0,Melbourne Renegades,Sydney Sixers,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
6,J Botha,2,0,13,1,6.5,,,,0,0,Melbourne Renegades,Sydney Sixers,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
1,CP Tremain,4,0,48,2,12,,,,1,0,Sydney Sixers,Melbourne Renegades,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
2,NJ Rimmington,4,0,26,4,6.5,,,,0,0,Sydney Sixers,Melbourne Renegades,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
3,CH Gayle,1,0,14,0,14,,,,1,0,Sydney Sixers,Melbourne Renegades,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
4,DJ Bravo,3.5,0,22,0,5.73,,,,0,0,Sydney Sixers,Melbourne Renegades,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
5,XJ Doherty,4,0,42,0,10.5,,,,0,0,Sydney Sixers,Melbourne Renegades,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
6,CAH Stevenson,2,0,20,0,10,,,,0,0,Sydney Sixers,Melbourne Renegades,897709,"8th Match (N), Big Bash League at Melbourne, Dec 23 2015 | Match Summary | ESPNCricinfo",144,5
1,JP Behrendorff,4,0,32,2,8,,,,1,0,Brisbane Heat,Perth Scorchers,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
2,JS Paris,4,0,25,0,6.25,,,,0,0,Brisbane Heat,Perth Scorchers,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
3,DJ Willey,4,1,15,1,3.75,,,,0,0,Brisbane Heat,Perth Scorchers,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
4,GB Hogg,4,0,15,1,3.75,,,,0,0,Brisbane Heat,Perth Scorchers,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
5,AJ Tye,4,0,23,3,5.75,,,,0,0,Brisbane Heat,Perth Scorchers,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
1,JK Lalor,3,0,19,0,6.33,,,,1,0,Perth Scorchers,Brisbane Heat,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
2,MT Steketee,2,0,21,0,10.5,,,,0,0,Perth Scorchers,Brisbane Heat,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
3,S Badree,4,0,26,0,6.5,,,,0,0,Perth Scorchers,Brisbane Heat,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
4,AL Fekete,2,0,16,1,8,,,,0,0,Perth Scorchers,Brisbane Heat,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
5,BCJ Cutting,2,0,12,0,6,,,,0,0,Perth Scorchers,Brisbane Heat,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
6,JS Floros,2.1,0,20,0,9.23,,,,0,0,Perth Scorchers,Brisbane Heat,897711,"9th Match, Big Bash League at Perth, Dec 26 2015 | Match Summary | ESPNCricinfo",145,5
1,MA Beer,4,0,16,1,4,,,,0,0,Sydney Sixers,Melbourne Stars,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
2,JP Faulkner,1,0,13,0,13,,,,0,0,Sydney Sixers,Melbourne Stars,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
3,GJ Maxwell,4,0,35,1,8.75,,,,0,0,Sydney Sixers,Melbourne Stars,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
4,SM Boland,4,0,26,1,6.5,,,,0,0,Sydney Sixers,Melbourne Stars,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
5,A Zampa,4,0,23,1,5.75,,,,0,0,Sydney Sixers,Melbourne Stars,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
6,BW Hilfenhaus,3,0,25,2,8.33,,,,2,1,Sydney Sixers,Melbourne Stars,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
1,SNJ O'Keefe,4,0,24,1,6,,,,0,0,Melbourne Stars,Sydney Sixers,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
2,JM Bird,3,1,13,1,4.33,,,,0,0,Melbourne Stars,Sydney Sixers,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
3,DE Bollinger,3.4,0,31,2,8.45,,,,1,0,Melbourne Stars,Sydney Sixers,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
4,TL Lawford,2,0,21,0,10.5,,,,0,0,Melbourne Stars,Sydney Sixers,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
5,J Botha,2,0,18,0,9,,,,0,0,Melbourne Stars,Sydney Sixers,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
6,SA Abbott,4,0,32,1,8,,,,0,0,Melbourne Stars,Sydney Sixers,897713,"10th Match (N), Big Bash League at Sydney, Dec 27 2015 | Match Summary | ESPNCricinfo",146,5
1,AD Russell,4,0,28,2,7,,,,1,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
2,GS Sandhu,3,1,23,1,7.66,,,,1,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
3,CJ McKay,3,0,18,2,6,,,,1,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
4,JH Kallis,3,0,15,1,5,,,,0,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
5,Fawad Ahmed,4,0,14,1,3.5,,,,0,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
6,SR Watson,2,0,13,0,6.5,,,,0,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
7,CJ Green,1,0,6,0,6,,,,0,0,Adelaide Strikers,Sydney Thunder,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
1,MG Neser,3,0,15,0,5,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
2,KW Richardson,2,0,11,0,5.5,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
3,B Stanlake,3,0,18,0,6,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
4,TM Head,1,0,4,0,4,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
5,B Laughlin,2.3,0,22,2,8.8,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
6,AU Rashid,4,0,39,0,9.75,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
7,CJ Simmons,1,0,5,1,5,,,,0,0,Sydney Thunder,Adelaide Strikers,897715,"11th Match (N), Big Bash League at Sydney, Dec 28 2015 | Match Summary | ESPNCricinfo",147,5
1,JK Lalor,3,0,22,0,7.33,,,,3,0,Hobart Hurricanes,Brisbane Heat,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
2,LW Feldman,4,0,53,1,13.25,,,,2,2,Hobart Hurricanes,Brisbane Heat,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
3,MT Steketee,4,0,50,1,12.5,,,,2,0,Hobart Hurricanes,Brisbane Heat,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
4,S Badree,4,0,27,2,6.75,,,,1,0,Hobart Hurricanes,Brisbane Heat,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
5,BCJ Cutting,4,0,29,0,7.25,,,,2,0,Hobart Hurricanes,Brisbane Heat,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
6,JS Floros,1,0,5,0,5,,,,0,0,Hobart Hurricanes,Brisbane Heat,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
1,SW Tait,4,0,54,1,13.5,,,,2,0,Brisbane Heat,Hobart Hurricanes,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
2,JK Reed,4,0,31,3,7.75,,,,4,0,Brisbane Heat,Hobart Hurricanes,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
3,CA Rose,3,0,22,0,7.33,,,,0,0,Brisbane Heat,Hobart Hurricanes,897717,"12th Match (N), Big Bash League at Brisbane, Dec 29 2015 | Match Summary | ESPNCricinfo",148,5
